collection,collection.label,ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,classif2,classif2.label,classif3,classif3.label,classif4,classif4.label,classif5,classif5.label,time,obs_value,obs_status,obs_status.label,note_classif,note_classif.label,note_indicator,note_indicator.label,note_source,note_source.label,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,,,,,,,,,1986,1988,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,,,,,,,,,1986,19,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_SECTOR_NAG,Economic activity (Broad sector): Non-agriculture,,,,,,,,,1986,1969,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,,,,,,,,,1986,593,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_SECTOR_SER,Economic activity (Broad sector): Services,,,,,,,,,1986,1376,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_ISIC2_TOTAL,Economic activity (ISIC-Rev.2): Total,,,,,,,,,1987,2061,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_ISIC2_1,"Economic activity (ISIC-Rev.2): 1. Agriculture, Hunting, Forestry and Fishing",,,,,,,,,1987,16,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_ISIC2_2,Economic activity (ISIC-Rev.2): 2. Mining and Quarrying,,,,,,,,,1987,14,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_ISIC2_3,Economic activity (ISIC-Rev.2): 3. Manufacturing,,,,,,,,,1987,453,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_ISIC2_4,"Economic activity (ISIC-Rev.2): 4. Electricity, Gas and Water",,,,,,,,,1987,6,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_ISIC2_5,Economic activity (ISIC-Rev.2): 5. Construction,,,,,,,,,1987,120,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_ISIC2_6,Economic activity (ISIC-Rev.2): 6. Wholesale and Retail Trade and Restaurants and Hotels,,,,,,,,,1987,628,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_ISIC2_7,"Economic activity (ISIC-Rev.2): 7. Transport, Storage and Communication",,,,,,,,,1987,133,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_ISIC2_8,"Economic activity (ISIC-Rev.2): 8. Financing, Insurance, Real Estate and Business Services",,,,,,,,,1987,98,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_ISIC2_9,"Economic activity (ISIC-Rev.2): 9. Community, Social and Personal Services",,,,,,,,,1987,594,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_M,Sex: Male,ECO_ISIC2_TOTAL,Economic activity (ISIC-Rev.2): Total,,,,,,,,,1987,1233,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_M,Sex: Male,ECO_ISIC2_1,"Economic activity (ISIC-Rev.2): 1. Agriculture, Hunting, Forestry and Fishing",,,,,,,,,1987,10,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_M,Sex: Male,ECO_ISIC2_2,Economic activity (ISIC-Rev.2): 2. Mining and Quarrying,,,,,,,,,1987,13,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_M,Sex: Male,ECO_ISIC2_3,Economic activity (ISIC-Rev.2): 3. Manufacturing,,,,,,,,,1987,315,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_M,Sex: Male,ECO_ISIC2_4,"Economic activity (ISIC-Rev.2): 4. Electricity, Gas and Water",,,,,,,,,1987,6,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_M,Sex: Male,ECO_ISIC2_5,Economic activity (ISIC-Rev.2): 5. Construction,,,,,,,,,1987,113,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_M,Sex: Male,ECO_ISIC2_6,Economic activity (ISIC-Rev.2): 6. Wholesale and Retail Trade and Restaurants and Hotels,,,,,,,,,1987,309,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_M,Sex: Male,ECO_ISIC2_7,"Economic activity (ISIC-Rev.2): 7. Transport, Storage and Communication",,,,,,,,,1987,118,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_M,Sex: Male,ECO_ISIC2_8,"Economic activity (ISIC-Rev.2): 8. Financing, Insurance, Real Estate and Business Services",,,,,,,,,1987,73,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_M,Sex: Male,ECO_ISIC2_9,"Economic activity (ISIC-Rev.2): 9. Community, Social and Personal Services",,,,,,,,,1987,275,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_F,Sex: Female,ECO_ISIC2_TOTAL,Economic activity (ISIC-Rev.2): Total,,,,,,,,,1987,828,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_F,Sex: Female,ECO_ISIC2_1,"Economic activity (ISIC-Rev.2): 1. Agriculture, Hunting, Forestry and Fishing",,,,,,,,,1987,6,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_F,Sex: Female,ECO_ISIC2_2,Economic activity (ISIC-Rev.2): 2. Mining and Quarrying,,,,,,,,,1987,1,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_F,Sex: Female,ECO_ISIC2_3,Economic activity (ISIC-Rev.2): 3. Manufacturing,,,,,,,,,1987,138,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_F,Sex: Female,ECO_ISIC2_4,"Economic activity (ISIC-Rev.2): 4. Electricity, Gas and Water",,,,,,,,,1987,1,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_F,Sex: Female,ECO_ISIC2_5,Economic activity (ISIC-Rev.2): 5. Construction,,,,,,,,,1987,7,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_F,Sex: Female,ECO_ISIC2_6,Economic activity (ISIC-Rev.2): 6. Wholesale and Retail Trade and Restaurants and Hotels,,,,,,,,,1987,319,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_F,Sex: Female,ECO_ISIC2_7,"Economic activity (ISIC-Rev.2): 7. Transport, Storage and Communication",,,,,,,,,1987,14,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_F,Sex: Female,ECO_ISIC2_8,"Economic activity (ISIC-Rev.2): 8. Financing, Insurance, Real Estate and Business Services",,,,,,,,,1987,24,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_F,Sex: Female,ECO_ISIC2_9,"Economic activity (ISIC-Rev.2): 9. Community, Social and Personal Services",,,,,,,,,1987,318,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_AGGREGATE_TOTAL,Economic activity (Aggregate): Total,,,,,,,,,1987,2061,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,,,,,,,,,1987,16,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,,,,,,,,,1987,453,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,,,,,,,,,1987,120,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",,,,,,,,,1987,20,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
YI,Yearly indicators,PER,Peru,BA:1532,PER - LFS - Encuesta permanente de Empleo (Urban),EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity (thousands),SEX_T,Sex: Total,ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,,,,,,,,1987,858,,,,,,,S4:32_S5:41_T2:83,Geographical coverage: Main city or metropolitan area | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old,
